@relation emm-weka.filters.unsupervised.attribute.Remove-R8-32

@attribute C numeric
@attribute coef0 numeric
@attribute gamma numeric
@attribute kernel {poly,sigmoid,rbf}
@attribute tol numeric
@attribute y numeric
@attribute task_id numeric

@data
0.286942,-0.302474,0.337619,rbf,0.000716,0.849692,3917
57.346526,-0.226095,0.095451,poly,0.007838,0.845899,3917
1.253153,-0.614617,0.201111,rbf,0.01169,0.854908,3917
36.574708,-0.896638,2.131907,poly,0.010082,0.846847,3917
0.27628,-0.395878,0.006265,sigmoid,0.000755,0.845899,3917
0.413796,0.91079,0.00005,rbf,0.031373,0.849692,3917
218.589676,-0.254595,7.416471,sigmoid,0.000678,0.845424,3917
2815.859231,0.783506,0.167311,sigmoid,0.001122,0.843528,3917
4.283218,0.28681,0.000317,rbf,0.004111,0.855382,3917
880.24422,0.251829,0.015817,rbf,0.000091,0.851588,3917
1237.81081,-0.086277,0.001331,rbf,0.000974,0.853485,3917
724.994682,0.898395,6.667023,rbf,0.018547,0.838312,3917
552.887441,-0.065297,0.000213,sigmoid,0.000258,0.854433,3917
2.364897,-0.927602,0.000156,sigmoid,0.000044,0.852537,3917
2688.352078,0.04364,0.003711,poly,0.000041,0.845899,3917
249.249587,0.842664,0.000169,poly,0.007461,0.854908,3917
127.723839,0.73706,0.032282,sigmoid,0.075696,0.846373,3917
49.446277,0.661266,0.000341,sigmoid,0.001508,0.852063,3917
0.261356,0.415674,0.023817,rbf,0.005262,0.855382,3917
3287.509231,-0.886593,0.038012,sigmoid,0.087096,0.845424,3917
42.528402,0.372522,0.090506,rbf,0.00009,0.848269,3917
292.041268,0.503445,0.009522,rbf,0.001876,0.851588,3917
0.183011,0.878497,3.129368,poly,0.000333,0.855382,3917
0.676914,-0.564206,0.321275,sigmoid,0.00189,0.838312,3917
11257.898825,0.493707,0.009972,sigmoid,0.000035,0.845899,3917
0.102157,-0.817699,0.000291,sigmoid,0.001566,0.853011,3917
63.844504,0.401671,0.785728,sigmoid,0.000021,0.818872,3917
62.483815,0.665843,0.09062,sigmoid,0.039055,0.845424,3917
2472.479286,0.857391,0.463214,sigmoid,0.005551,0.8312,3917
1.713938,0.531848,0.000226,sigmoid,0.060727,0.853011,3917
31.837241,-0.463868,0.000231,rbf,0.044186,0.854433,3917
0.272943,-0.212727,3.539773,sigmoid,0.082283,0.845424,3917
12411.012825,0.041453,0.00101,rbf,0.000038,0.846847,3917
0.185683,-0.607771,0.031176,rbf,0.030962,0.85633,3917
7.071328,-0.010638,0.000313,sigmoid,0.000049,0.855382,3917
13.204912,0.044935,1.460801,rbf,0.078797,0.849218,3917
0.341319,0.670007,0.252216,poly,0.039091,0.855856,3917
0.863575,-0.497676,0.002503,poly,0.069031,0.845424,3917
10.916376,0.315131,0.000398,poly,0.00012,0.847795,3917
0.942831,-0.166736,0.001192,sigmoid,0.011458,0.855856,3917
524.8742,0.284328,0.000076,poly,0.002886,0.851588,3917
0.76574,-0.927859,0.001728,rbf,0.027292,0.853011,3917
568.026868,-0.0702,0.037155,rbf,0.001932,0.845899,3917
0.195555,-0.402605,0.88842,poly,0.000025,0.845899,3917
9.177781,-0.844422,0.034952,rbf,0.000011,0.857278,3917
734.411997,-0.443104,0.015595,poly,0.000093,0.848269,3917
0.044369,-0.754801,0.00203,sigmoid,0.003273,0.853011,3917
0.223042,0.944227,0.000368,rbf,0.000069,0.85064,3917
2579.366516,-0.109432,0.027763,sigmoid,0.000105,0.846847,3917
0.731299,-0.255696,0.006594,poly,0.000854,0.851114,3917
2353.108308,0.897117,1.86074,sigmoid,0.000016,0.845424,3917
0.073587,0.376091,0.001065,sigmoid,0.00035,0.851114,3917
146.393405,-0.018407,0.011905,poly,0.000072,0.844002,3917
1242.018421,0.742039,0.000064,rbf,0.023786,0.854433,3917
0.168859,0.841185,0.367821,sigmoid,0.022221,0.832148,3917
5.006555,-0.739693,3.676281,poly,0.007,0.845899,3917
48.556172,-0.397976,0.003334,sigmoid,0.002245,0.846373,3917
0.085386,0.757731,0.101973,rbf,0.047011,0.853959,3917
0.349948,-0.558476,0.000717,rbf,0.057407,0.85064,3917
12795.132993,-0.664253,0.000281,rbf,0.000025,0.851588,3917
2843.856889,0.906748,2.021623,rbf,0.000026,0.844476,3917
2.893409,-0.815484,0.000188,poly,0.074796,0.856804,3917
52.925138,-0.564791,0.007205,rbf,0.011303,0.853959,3917
687.108255,-0.48418,0.899835,sigmoid,0.000529,0.826458,3917
0.13171,-0.573376,0.000473,sigmoid,0.000755,0.848743,3917
541.171943,-0.479237,1.794647,rbf,0.000482,0.84495,3917
12454.548449,-0.063377,0.161829,sigmoid,0.007514,0.84495,3917
0.0648,0.331286,0.023324,rbf,0.000034,0.854433,3917
11016.502047,-0.531069,0.000328,poly,0.056231,0.854908,3917
8.251786,-0.406539,0.000305,rbf,0.000472,0.855856,3917
14891.120828,-0.124823,5.912434,rbf,0.001805,0.840209,3917
5.353683,-0.965729,7.119357,sigmoid,0.000385,0.845424,3917
0.472659,0.565831,0.003849,poly,0.000419,0.852537,3917
0.481058,-0.888563,1.900259,poly,0.000518,0.845899,3917
0.145988,-0.814218,0.000484,sigmoid,0.000046,0.852537,3917
1432.523708,-0.617243,0.199398,sigmoid,0.001855,0.843054,3917
0.719792,-0.714986,0.729445,poly,0.004844,0.845424,3917
0.122728,0.719679,0.379954,sigmoid,0.000167,0.83357,3917
18.863065,0.264484,1.018015,rbf,0.000028,0.851588,3917
7718.218989,0.224868,3.448061,rbf,0.00002,0.842105,3917
0.051607,-0.82595,5.179288,poly,0.000565,0.845424,3917
2.650887,-0.050253,0.103681,sigmoid,0.025191,0.845424,3917
24.432219,0.118854,0.002164,poly,0.000095,0.847321,3917
12.369961,-0.206882,0.001696,poly,0.000018,0.845899,3917
5411.686969,-0.595045,0.012864,poly,0.017012,0.845424,3917
0.513211,-0.497749,0.023764,sigmoid,0.000033,0.847795,3917
0.22778,-0.436532,0.007546,rbf,0.000108,0.852537,3917
28.249781,-0.424555,0.233454,sigmoid,0.00002,0.845424,3917
0.308691,-0.361066,0.001678,sigmoid,0.000905,0.850166,3917
4095.695222,0.736334,0.141248,rbf,0.016846,0.845424,3917
2.72716,0.22994,0.001373,poly,0.000114,0.852537,3917
2.099068,0.753057,0.884523,sigmoid,0.015185,0.818872,3917
156.57097,-0.21097,0.001562,sigmoid,0.000018,0.845424,3917
22.558221,-0.018535,0.011428,rbf,0.001935,0.854433,3917
0.696995,-0.195364,4.254045,sigmoid,0.019125,0.845424,3917
162.122247,0.080223,0.001344,poly,0.000197,0.854908,3917
563.515458,0.48654,0.000344,poly,0.000017,0.855856,3917
78.821404,0.814066,0.067042,poly,0.076232,0.845899,3917
0.407193,0.577102,7.291272,rbf,0.000059,0.846847,3917
10118.895133,-0.521461,0.000548,sigmoid,0.000949,0.845424,3917
0.165651,0.716162,0.024863,poly,0.005089,0.852063,3917
535.15376,-0.115523,0.000062,rbf,0.000019,0.855856,3917
7478.70872,0.434302,1.651502,sigmoid,0.005413,0.837838,3917
921.008649,-0.586826,0.000124,poly,0.051018,0.853959,3917
15427.601729,0.829985,0.00992,rbf,0.00126,0.848743,3917
0.113254,0.521203,0.028297,poly,0.004697,0.852537,3917
164.984473,0.760802,5.62928,sigmoid,0.022203,0.845424,3917
315.358979,-0.221527,0.001104,sigmoid,0.00004,0.846847,3917
0.138386,0.486118,0.000944,sigmoid,0.010156,0.855382,3917
0.487877,-0.889221,0.103648,poly,0.005964,0.846373,3917
6.745701,0.56801,0.866491,poly,0.001288,0.845424,3917
0.120923,-0.580885,0.006806,sigmoid,0.018006,0.845424,3917
26.221655,-0.042624,0.002768,sigmoid,0.043633,0.847795,3917
4112.289474,0.850823,0.144107,rbf,0.000017,0.843054,3917
3.393237,0.2753,4.29579,poly,0.043812,0.845424,3917
36.009828,-0.655225,0.080802,sigmoid,0.017905,0.845424,3917
0.058264,0.963398,2.289975,rbf,0.022456,0.853485,3917
0.05134,0.838265,0.00216,poly,0.098512,0.85064,3917
0.146543,0.368217,0.348334,poly,0.028492,0.849692,3917
0.187919,-0.154482,0.000157,rbf,0.043913,0.852063,3917
0.805189,-0.892928,0.568832,sigmoid,0.017863,0.809388,3917
0.744843,-0.702179,1.340859,rbf,0.000047,0.849218,3917
4.82143,0.477971,0.000629,rbf,0.000514,0.854908,3917
21.372139,0.872046,0.003111,rbf,0.032963,0.854908,3917
79.64525,-0.259569,0.034332,rbf,0.000014,0.854908,3917
63.300633,0.48699,0.020456,rbf,0.001221,0.855856,3917
0.055947,-0.263962,0.000456,poly,0.018092,0.842579,3917
437.879733,0.197372,0.049858,poly,0.04137,0.855856,3917
83.133351,0.936579,0.002977,rbf,0.00403,0.85633,3917
15.206627,-0.546668,0.000133,sigmoid,0.040438,0.853959,3917
2543.36225,-0.77526,2.070532,poly,0.01147,0.84495,3917
3754.792466,-0.97172,0.01651,poly,0.001183,0.845424,3917
0.495333,-0.956528,0.003346,rbf,0.033445,0.853959,3917
1.467974,-0.706788,0.019053,rbf,0.070283,0.854908,3917
293.614323,-0.060092,0.04883,poly,0.001911,0.84495,3917
8676.490899,0.883054,0.007858,poly,0.002314,0.845899,3917
0.782121,0.116866,0.000207,rbf,0.000033,0.853959,3917
2.353735,-0.630784,0.062336,poly,0.000022,0.853485,3917
216.298383,-0.986459,0.003073,rbf,0.000064,0.852537,3917
0.351755,0.983997,1.32617,rbf,0.000016,0.851114,3917
905.122976,-0.947614,0.000053,poly,0.00018,0.851114,3917
23822.594221,0.400268,0.010921,rbf,0.00027,0.849692,3917
3.049612,0.468495,0.00008,rbf,0.000222,0.855856,3917
249.365601,0.767487,0.022333,rbf,0.016138,0.853959,3917
2255.086637,0.079158,0.002094,rbf,0.000085,0.848743,3917
3.064276,-0.921802,0.002161,rbf,0.007414,0.853011,3917
9.672132,-0.12922,0.000378,rbf,0.009514,0.855382,3917
933.070859,-0.699622,0.034066,rbf,0.001902,0.845899,3917
2.599201,0.268181,0.002502,sigmoid,0.021387,0.93147,3918
6030.054038,-0.61953,0.020668,sigmoid,0.00051,0.930568,3918
10.58342,0.511316,0.088465,rbf,0.028974,0.926961,3918
362.987246,0.693724,0.000495,rbf,0.000078,0.930568,3918
1.41081,0.693555,0.001158,sigmoid,0.000185,0.93147,3918
176.694043,0.13138,0.000162,rbf,0.061367,0.929666,3918
0.065533,-0.878466,0.026635,sigmoid,0.058511,0.930568,3918
0.198287,0.447074,0.001404,rbf,0.000065,0.930568,3918
96.232675,0.026218,0.000036,sigmoid,0.00007,0.929666,3918
15.936392,-0.414761,0.000146,sigmoid,0.058872,0.929666,3918
0.485308,-0.736391,0.000955,rbf,0.000335,0.929666,3918
17.47939,-0.127022,2.043788,rbf,0.000107,0.937782,3918
32.289917,0.47571,0.001717,poly,0.001124,0.930568,3918
3.724695,0.536161,0.00032,sigmoid,0.001864,0.930568,3918
0.775365,0.411344,0.000868,rbf,0.000034,0.929666,3918
261.384132,0.24364,0.470788,rbf,0.000013,0.935077,3918
18.817826,0.722643,0.000363,poly,0.069021,0.928765,3918
108.804311,0.400933,0.165215,rbf,0.000179,0.928765,3918
0.34075,0.514177,0.005187,poly,0.000056,0.930568,3918
323.411466,0.116981,0.000587,poly,0.007596,0.928765,3918
35.637445,0.078819,0.125705,rbf,0.08289,0.925158,3918
22329.290904,-0.521097,0.009959,rbf,0.000074,0.932372,3918
0.922185,0.446606,0.387759,poly,0.000392,0.930568,3918
12.263637,-0.083593,0.000362,sigmoid,0.000442,0.930568,3918
24026.996145,0.461554,0.275415,poly,0.0068,0.929666,3918
8.729161,0.885927,0.428673,sigmoid,0.002881,0.930568,3918
64.672751,-0.227733,0.001729,rbf,0.00001,0.93147,3918
5.427984,0.505094,1.703053,rbf,0.007473,0.940487,3918
24.267325,0.275116,2.595124,sigmoid,0.012419,0.930568,3918
688.576863,0.364818,0.001421,poly,0.00034,0.930568,3918
0.623147,0.919063,0.08093,sigmoid,0.002161,0.930568,3918
2.296059,0.446006,0.002657,poly,0.000041,0.930568,3918
1512.719254,-0.759531,0.043264,poly,0.000019,0.93147,3918
3.555221,0.833391,0.000063,poly,0.006175,0.93147,3918
25799.150125,-0.66699,0.046868,poly,0.016607,0.929666,3918
18684.147006,-0.625969,0.024899,sigmoid,0.006742,0.930568,3918
15737.812633,0.892394,0.00312,poly,0.000028,0.930568,3918
0.134923,0.779232,0.04954,sigmoid,0.00114,0.930568,3918
1612.375761,0.652398,0.001733,rbf,0.000028,0.929666,3918
0.037374,0.374212,0.000149,rbf,0.000029,0.93147,3918
14157.902506,-0.135678,0.011819,sigmoid,0.000034,0.929666,3918
1.302565,-0.711667,0.011866,sigmoid,0.000665,0.93147,3918
305.288565,0.221351,0.001404,sigmoid,0.005408,0.930568,3918
597.041756,-0.507626,0.000255,sigmoid,0.00001,0.928765,3918
14.499912,-0.161456,0.000579,rbf,0.054823,0.929666,3918
0.065486,-0.421164,0.000829,poly,0.057363,0.930568,3918
0.056049,0.666718,0.243365,rbf,0.000096,0.925158,3918
0.09637,0.581179,0.009915,poly,0.068818,0.930568,3918
36.790499,0.360899,0.00005,sigmoid,0.072986,0.930568,3918
163.694557,0.272309,0.00016,sigmoid,0.000035,0.929666,3918
3.12566,-0.863133,0.002343,sigmoid,0.025285,0.93147,3918
1391.686635,-0.047922,0.118945,rbf,0.001459,0.929666,3918
2.612693,-0.975077,0.01006,sigmoid,0.000187,0.930568,3918
15.199504,0.221664,6.64925,poly,0.028809,0.928765,3918
0.841383,0.933676,0.061041,rbf,0.000171,0.93147,3918
2.113693,-0.144364,0.008521,poly,0.060937,0.930568,3918
11416.609273,-0.865626,0.000425,rbf,0.0004,0.929666,3918
147.025561,0.815239,5.815341,rbf,0.002671,0.937782,3918
620.95075,-0.898268,0.000199,rbf,0.000031,0.930568,3918
59.619169,0.152127,0.018408,poly,0.037983,0.930568,3918
2.384514,-0.07786,0.075419,rbf,0.000043,0.926961,3918
20.637992,0.727003,3.26841,rbf,0.000434,0.938683,3918
39.816755,0.936621,0.000072,poly,0.013023,0.930568,3918
2.973985,0.472021,0.000086,rbf,0.015005,0.93147,3918
0.410256,0.041706,1.365491,sigmoid,0.037883,0.930568,3918
0.725929,-0.052149,0.133276,rbf,0.00013,0.92606,3918
0.776879,-0.098841,0.000242,poly,0.000031,0.930568,3918
0.774611,0.453699,0.138699,poly,0.000909,0.93147,3918
0.043069,0.242131,0.000659,sigmoid,0.064483,0.930568,3918
2.932982,-0.574925,0.000175,rbf,0.005159,0.93147,3918
15904.331657,-0.36742,0.003153,sigmoid,0.003536,0.93147,3918
676.835288,0.285064,0.114342,rbf,0.002104,0.926961,3918
170.626527,0.677958,2.216902,poly,0.007884,0.930568,3918
4572.959994,0.580888,0.000755,sigmoid,0.07572,0.93147,3918
4.037617,-0.616853,0.030959,poly,0.000559,0.930568,3918
156.323384,-0.453709,2.533393,sigmoid,0.013771,0.930568,3918
2580.311692,-0.73084,0.211722,rbf,0.000092,0.93147,3918
0.077701,0.114146,0.060789,poly,0.011356,0.930568,3918
1.384983,-0.479962,0.349061,rbf,0.000255,0.926961,3918
22.478302,-0.265944,5.325789,poly,0.000686,0.930568,3918
0.451026,-0.515735,0.000118,poly,0.000934,0.930568,3918
0.040946,-0.150582,0.000107,rbf,0.01476,0.930568,3918
33.582449,0.482721,1.799825,rbf,0.000444,0.939585,3918
2527.744482,-0.22151,6.823163,rbf,0.01142,0.937782,3918
4.840642,0.127369,0.000135,rbf,0.000089,0.930568,3918
0.331039,-0.050756,0.004561,rbf,0.000021,0.930568,3918
320.782842,-0.655688,0.038147,poly,0.027737,0.929666,3918
685.712151,-0.017613,0.000037,sigmoid,0.001361,0.929666,3918
3.05473,-0.521367,7.342294,poly,0.000012,0.930568,3918
7.313057,0.962245,0.001782,sigmoid,0.004716,0.930568,3918
355.564144,-0.988355,0.000359,rbf,0.00003,0.930568,3918
0.04063,0.988133,0.011382,rbf,0.009569,0.93147,3918
8419.226609,0.85239,0.001639,poly,0.00008,0.930568,3918
5544.123047,-0.248661,1.408828,poly,0.000116,0.930568,3918
0.044808,0.548596,0.014288,sigmoid,0.001496,0.930568,3918
3408.454377,-0.317721,0.050726,sigmoid,0.002446,0.930568,3918
35.170548,0.980553,0.014665,poly,0.001905,0.930568,3918
0.050487,0.2852,3.25594,poly,0.002384,0.93147,3918
0.25331,-0.094382,0.010838,rbf,0.000545,0.93147,3918
1293.380015,0.644748,0.03855,poly,0.016738,0.930568,3918
16.460509,0.593873,0.000035,rbf,0.034193,0.930568,3918
0.055951,0.629435,1.245801,sigmoid,0.000087,0.930568,3918
3145.040094,0.570783,0.004612,rbf,0.002096,0.930568,3918
0.061367,-0.271756,0.000748,sigmoid,0.000045,0.932372,3918
393.305006,-0.063162,0.035728,sigmoid,0.000076,0.930568,3918
46.852461,-0.474191,4.727327,poly,0.000646,0.93147,3918
6.633598,-0.101424,0.000031,sigmoid,0.001978,0.930568,3918
17.739222,-0.229598,0.000188,poly,0.08566,0.929666,3918
91.805476,-0.027526,0.006734,poly,0.000577,0.93147,3918
0.127245,-0.068548,0.000233,rbf,0.000773,0.93147,3918
107.581578,-0.235527,0.000337,poly,0.000448,0.930568,3918
32.562306,0.654031,0.0013,poly,0.000023,0.930568,3918
110.818692,0.837252,0.007131,rbf,0.000254,0.929666,3918
516.222039,-0.365306,0.07821,sigmoid,0.008776,0.930568,3918
60.588798,0.496949,0.04859,poly,0.033364,0.930568,3918
2751.383672,0.420032,1.538967,rbf,0.000065,0.935077,3918
541.058326,-0.566826,0.108832,poly,0.000221,0.930568,3918
55.936989,-0.326669,0.06788,sigmoid,0.025586,0.930568,3918
1647.999182,-0.312465,0.000585,rbf,0.000046,0.930568,3918
1229.676793,-0.796235,0.001811,poly,0.000014,0.927863,3918
13507.978534,0.305705,0.000217,sigmoid,0.000042,0.932372,3918
17891.071889,-0.606729,0.000145,poly,0.000011,0.93147,3918
9611.341328,0.817249,0.005497,poly,0.00064,0.93147,3918
3.588083,-0.465864,0.088247,sigmoid,0.000852,0.930568,3918
3588.398403,-0.966644,0.000488,sigmoid,0.000011,0.93147,3918
1.896553,0.007307,3.57569,sigmoid,0.031575,0.930568,3918
6502.953789,0.528696,0.000255,rbf,0.000529,0.929666,3918
23.64071,0.362269,0.001391,sigmoid,0.000584,0.93147,3918
3094.835273,-0.121562,0.000392,poly,0.006602,0.930568,3918
576.264666,-0.975278,5.351363,sigmoid,0.012553,0.930568,3918
14201.238382,0.359396,0.001325,poly,0.000046,0.93147,3918
0.117371,-0.097189,0.001637,poly,0.000307,0.929666,3918
0.383951,-0.124885,0.000078,poly,0.000142,0.93147,3918
5905.769283,-0.755774,0.002773,rbf,0.000087,0.930568,3918
3.999462,-0.330752,3.594847,sigmoid,0.001823,0.930568,3918
0.058698,0.904161,0.001494,rbf,0.000316,0.929666,3918
1.543302,0.855204,0.112783,sigmoid,0.006548,0.930568,3918
0.53103,0.201688,0.010036,rbf,0.000237,0.932372,3918
4700.901652,-0.188332,0.000851,poly,0.000196,0.93147,3918
9.749512,0.632832,0.003971,rbf,0.006557,0.930568,3918
3216.836449,0.647183,0.000661,poly,0.00013,0.930568,3918
5.623613,-0.819362,0.065956,sigmoid,0.001003,0.930568,3918
344.683267,0.381763,0.047321,poly,0.00115,0.930568,3918
0.465291,-0.622092,0.773405,rbf,0.041454,0.925158,3918
19.618575,0.025674,0.419569,poly,0.00127,0.930568,3918
728.264861,-0.547303,2.04816,poly,0.010698,0.930568,3918
261.375252,-0.823686,6.84551,poly,0.014931,0.929666,3918
0.125986,0.222173,0.002586,poly,0.063838,0.929666,3918
15457.915394,0.052322,0.654553,sigmoid,0.002936,0.930568,3918
9.258489,0.957141,0.190014,poly,0.004239,0.929666,3918
25.411212,0.436913,1.331962,poly,0.000021,0.930568,3918
0.351049,0.453753,0.398698,sigmoid,0.003459,0.930568,3918
7.118014,-0.450103,0.317968,rbf,0.000086,0.924256,3918
169.604532,-0.889134,0.030804,poly,0.003385,0.929666,3918
1378.860435,-0.093013,0.240774,rbf,0.00137,0.929666,3918
7363.323235,-0.581763,0.229107,sigmoid,0.00003,0.930568,3918
18439.673126,0.406357,0.000092,rbf,0.062073,0.930568,3918
23.59819,0.746437,4.425047,poly,0.000015,0.929666,3918
13998.643639,0.20834,0.035068,poly,0.000021,0.929666,3918
3.251838,-0.358926,0.032874,rbf,0.00083,0.93147,3918
617.038175,-0.819788,0.003338,rbf,0.067275,0.93147,3918
66.910237,0.232621,0.000635,sigmoid,0.000015,0.930568,3918
0.878255,0.706831,0.015117,sigmoid,0.000488,0.930568,3918
89.193592,0.324542,0.177324,poly,0.002928,0.930568,3918
0.140165,-0.321445,0.000088,sigmoid,0.043342,0.928765,3918
112.621267,-0.115658,0.000588,sigmoid,0.000255,0.93147,3918
889.903203,-0.374606,0.001531,rbf,0.001336,0.929666,3918
1.500417,-0.696664,5.419371,poly,0.000071,0.93147,3918
4.017695,0.11963,0.002827,rbf,0.00378,0.930568,3918
4486.672783,0.101746,0.061538,sigmoid,0.000298,0.930568,3918
3980.69046,-0.173733,0.595488,sigmoid,0.003583,0.930568,3918
0.460743,0.271483,0.000485,sigmoid,0.000436,0.93147,3918
1831.186462,0.318029,0.005985,poly,0.00121,0.93147,3918
6.710292,-0.546276,0.008988,poly,0.008331,0.93147,3918
10881.654755,-0.779992,0.000707,poly,0.000014,0.93147,3918
0.105995,-0.286164,0.000091,sigmoid,0.015633,0.930568,3918
8343.887576,0.310961,0.064248,sigmoid,0.000041,0.930568,3918
23460.803845,0.744257,0.009748,poly,0.000059,0.930568,3918
2.405965,0.81215,0.000165,sigmoid,0.021855,0.930568,3918
0.101965,-0.726703,0.000039,poly,0.000066,0.929666,3918
6.427678,0.215776,0.000223,sigmoid,0.019558,0.929666,3918
13.162885,-0.826302,0.853795,rbf,0.00028,0.934175,3918
11727.879154,0.198989,0.003393,sigmoid,0.000074,0.930568,3918
17344.761855,-0.899936,0.000173,rbf,0.000043,0.929666,3918
0.588869,0.893684,0.106813,sigmoid,0.010038,0.930568,3918
0.648564,0.327065,0.004866,poly,0.000102,0.930568,3918
265.803444,0.231734,0.095173,poly,0.000349,0.930568,3918
138.980972,0.792215,1.873149,poly,0.015903,0.93147,3918
21482.533841,0.444418,7.911716,poly,0.000098,0.93147,3918
0.0379,0.357734,0.000118,rbf,0.004154,0.930568,3918
11.735811,-0.883319,0.000067,poly,0.048338,0.929666,3918
2.075952,0.064092,0.045232,sigmoid,0.000035,0.930568,3918
0.159869,0.187201,2.070524,poly,0.001833,0.93147,3918
139.392863,-0.564722,0.369685,rbf,0.030527,0.929666,3918
11.853191,-0.441009,4.549405,sigmoid,0.000116,0.930568,3918
0.04395,-0.12156,0.002692,rbf,0.000201,0.930568,3918
0.81569,-0.256632,0.233678,sigmoid,0.063318,0.930568,3918
2.021004,0.929691,0.000041,poly,0.003495,0.93147,3918
10.291892,-0.599102,0.001756,poly,0.031196,0.929666,3918
43.334556,0.832827,0.039156,sigmoid,0.001129,0.930568,3918
11819.35543,-0.943744,0.111364,poly,0.003154,0.93147,3918
55.589586,-0.187924,4.163974,poly,0.000056,0.93147,3918
0.059897,0.794782,0.000044,sigmoid,0.000447,0.930568,3918
76.508812,-0.773893,0.02039,poly,0.000851,0.932372,3918
0.067231,-0.35573,0.001298,sigmoid,0.051468,0.929666,3918
993.737363,-0.078553,0.17153,rbf,0.000205,0.930568,3918
0.334186,-0.84067,0.616303,rbf,0.003458,0.925158,3918
33.301566,-0.438047,0.247108,rbf,0.000077,0.925158,3918
28356.594262,-0.348152,0.003049,sigmoid,0.007422,0.930568,3918
0.837432,-0.832186,4.59384,rbf,0.000081,0.935077,3918
1.585377,0.573002,4.493229,rbf,0.000044,0.938683,3918
725.249537,-0.141646,0.032031,sigmoid,0.010389,0.930568,3918
0.05644,-0.675009,0.280753,sigmoid,0.082641,0.930568,3918
0.262922,-0.148429,1.974685,poly,0.001557,0.93147,3918
766.300213,-0.756331,0.000381,sigmoid,0.00041,0.930568,3918
1.250119,0.614649,0.001854,sigmoid,0.002851,0.930568,3918
18.549155,-0.074365,0.000287,sigmoid,0.001682,0.930568,3918
45.673178,-0.641144,0.012321,rbf,0.016512,0.929666,3918
0.239839,-0.873528,0.958956,poly,0.002017,0.929666,3918
0.115018,0.674385,0.000254,poly,0.009229,0.93147,3918
14293.885061,-0.878167,0.000183,sigmoid,0.008993,0.93147,3918
0.089101,0.678953,0.000261,rbf,0.000416,0.93147,3918
0.983228,-0.349121,0.050689,rbf,0.001863,0.93147,3918
0.156754,-0.248912,1.98675,sigmoid,0.0006,0.930568,3918
0.682332,0.456122,0.000147,poly,0.012659,0.930568,3918
0.27696,0.022321,0.002403,poly,0.025573,0.929666,3918
0.855246,0.880904,0.018342,sigmoid,0.002033,0.930568,3918
345.966556,-0.766763,0.007895,rbf,0.000562,0.932372,3918
0.057654,0.757305,0.480966,poly,0.000016,0.930568,3918
19498.120131,0.363407,0.186013,sigmoid,0.000688,0.930568,3918
1609.048783,-0.278102,0.017761,sigmoid,0.000072,0.930568,3918
1210.304026,-0.970442,1.577026,sigmoid,0.046218,0.930568,3918
2897.288191,0.147572,0.030241,poly,0.000033,0.930568,3918
757.913231,-0.186966,0.012829,sigmoid,0.004604,0.930568,3918
0.300631,-0.520335,0.060508,sigmoid,0.000111,0.930568,3918
8.200165,-0.562017,0.396871,sigmoid,0.003539,0.930568,3918
33.907049,-0.426111,0.000832,sigmoid,0.009675,0.93147,3918
1.201275,-0.453007,0.911162,rbf,0.000347,0.924256,3918
7.013054,0.062586,0.007263,rbf,0.018733,0.928765,3918
55.224892,0.121384,0.021611,sigmoid,0.000158,0.930568,3918
123.519738,0.432412,0.002837,rbf,0.000057,0.929666,3918
228.032512,-0.612367,0.023329,poly,0.04948,0.930568,3918
20319.22333,0.772322,0.04337,sigmoid,0.001116,0.930568,3918
50.036112,-0.667156,0.000819,rbf,0.012426,0.930568,3918
0.548771,0.631912,0.052017,poly,0.004425,0.930568,3918
2.242548,-0.92528,0.001548,poly,0.000063,0.929666,3918
191.179178,-0.903134,0.367347,poly,0.00232,0.93147,3918
617.429072,-0.12747,0.000187,sigmoid,0.00002,0.928765,3918
2139.281013,-0.32054,0.004188,sigmoid,0.000134,0.930568,3918
1.29105,0.694672,0.000441,poly,0.000024,0.930568,3918
0.394665,-0.497673,0.025744,sigmoid,0.004773,0.92656,3946
6.183173,-0.036154,1.6193,sigmoid,0.000754,0.92656,3946
9634.774786,0.736677,0.074411,sigmoid,0.007108,0.92656,3946
618.341716,0.874619,0.032097,sigmoid,0.001605,0.92656,3946
72.911627,-0.573182,4.539558,sigmoid,0.000163,0.92656,3946
745.403384,0.077349,1.574348,sigmoid,0.001502,0.92656,3946
643.366435,-0.678187,6.357078,sigmoid,0.000895,0.92656,3946
0.068676,0.013204,0.001418,sigmoid,0.042275,0.92652,3946
18650.862848,0.083965,0.005673,sigmoid,0.035721,0.92656,3946
17.519671,-0.406143,0.000876,sigmoid,0.000018,0.92646,3946
0.2891,-0.259157,0.000385,sigmoid,0.028969,0.92246,3946
2.297231,0.629127,0.001209,sigmoid,0.002653,0.92652,3946
26.963826,0.174278,1.215792,sigmoid,0.007667,0.92656,3946
1470.101287,-0.933432,0.023001,sigmoid,0.007511,0.92656,3946
0.211612,-0.862479,0.002539,sigmoid,0.001328,0.92654,3946
21577.198827,0.332251,0.674863,sigmoid,0.021311,0.92656,3946
30.130532,-0.757258,0.010994,sigmoid,0.000176,0.92656,3946
0.956595,-0.97697,0.028974,sigmoid,0.000018,0.92656,3946
0.043381,0.723772,0.005365,sigmoid,0.002331,0.92656,3946
1.299312,0.490842,7.605681,sigmoid,0.000103,0.92656,3946
