@relation emm-weka.filters.unsupervised.attribute.Remove-R8-32

@attribute C numeric
@attribute coef0 numeric
@attribute gamma numeric
@attribute kernel {poly,sigmoid,rbf}
@attribute tol numeric
@attribute y numeric
@attribute task_id numeric

@data
1.375356,0.910929,0.000206,sigmoid,0.000722,0.625,14
6.443113,0.817142,1.917452,sigmoid,0.000014,0.1,14
1.873205,0.252043,0.044575,poly,0.000035,0.837,14
1284.714421,0.234517,0.000102,rbf,0.000034,0.842,14
3.690488,0.322902,0.706561,sigmoid,0.001605,0.1,14
5.069943,0.850525,0.818812,poly,0.000012,0.8325,14
0.150902,-0.614848,0.081843,sigmoid,0.000248,0.1,14
0.053584,-0.570974,0.583583,sigmoid,0.000263,0.1,14
5733.05333,0.401482,0.714058,poly,0.016274,0.835,14
17.909541,0.476323,0.042583,poly,0.000031,0.837,14
4.191931,-0.25139,0.003455,rbf,0.057344,0.8415,14
8.657629,0.59789,0.000228,rbf,0.000137,0.802,14
5558.368753,0.655165,6.52599,sigmoid,0.000038,0.1,14
2635.763025,-0.678137,1.403596,poly,0.000065,0.832,14
466.655552,-0.715534,0.008217,rbf,0.002784,0.8465,14
17.51084,0.507176,0.003676,rbf,0.005402,0.845,14
251.761174,0.486184,0.089717,poly,0.008041,0.8345,14
648.328597,-0.208648,0.000604,sigmoid,0.00066,0.831,14
6.353416,-0.861875,0.001123,poly,0.012315,0.8205,14
2.695963,0.826451,7.145639,rbf,0.008428,0.0995,14
393.768837,-0.923857,0.003957,poly,0.005727,0.556,14
667.594329,-0.42032,0.009511,sigmoid,0.000018,0.333,14
26.409526,0.754064,1.722293,rbf,0.00011,0.0995,14
25.062684,-0.935774,0.000044,rbf,0.000032,0.8075,14
284.777328,-0.10459,0.00087,sigmoid,0.000788,0.8265,14
0.257995,0.302464,0.726993,rbf,0.000018,0.099,14
25528.240533,0.688764,0.000041,poly,0.000798,0.838,14
2.63238,-0.537995,1.867804,poly,0.000011,0.825,14
2.312717,-0.58143,1.651211,sigmoid,0.000022,0.1,14
27.191292,0.231036,0.000095,rbf,0.000061,0.8095,14
3.442617,0.305228,0.044932,poly,0.080052,0.8365,14
231.198905,0.401069,0.000033,poly,0.000022,0.82,14
574.532345,-0.746799,0.008342,rbf,0.00028,0.8465,14
11745.383499,0.611134,0.000034,poly,0.001919,0.838,14
1105.111719,0.708016,0.006293,rbf,0.00016,0.8465,14
0.716888,0.819485,0.00022,sigmoid,0.000045,0.4905,14
22381.125977,0.377707,0.003369,poly,0.000819,0.84,14
29.483644,-0.497596,0.031984,rbf,0.03053,0.811,14
0.112213,0.823368,0.089851,poly,0.000036,0.835,14
0.231682,-0.060116,0.010613,rbf,0.00002,0.8,14
623.777948,0.443176,0.000495,poly,0.00206,0.8355,14
25.813538,0.152822,0.030236,sigmoid,0.016065,0.148,14
205.406269,-0.609558,1.977399,sigmoid,0.029056,0.1,14
0.031685,0.826764,0.012172,sigmoid,0.002747,0.1,14
367.925005,-0.958962,0.000423,sigmoid,0.046972,0.846,14
106.214442,0.318864,0.145399,sigmoid,0.004459,0.1,14
343.87314,-0.711437,0.003338,rbf,0.01084,0.8435,14
274.451338,-0.99377,0.419389,poly,0.002595,0.834,14
14.77515,0.92911,0.000128,poly,0.014929,0.821,14
0.246348,-0.673931,0.032046,sigmoid,0.001945,0.179,14
1.057832,-0.788643,0.000106,poly,0.013569,0.3815,14
6.194738,0.704919,0.000193,poly,0.043225,0.7795,14
0.375543,0.211275,0.000796,poly,0.02539,0.6965,14
180.741785,-0.890887,0.001979,poly,0.000736,0.2565,14
0.449234,-0.697642,0.043068,rbf,0.006282,0.7825,14
4.641243,-0.367031,0.001941,poly,0.000017,0.5665,14
16056.463884,0.41164,0.204834,sigmoid,0.041606,0.1,14
0.096059,-0.404197,0.068205,sigmoid,0.002006,0.1,14
85.07147,-0.602619,0.050518,sigmoid,0.018882,0.158,14
227.864688,0.023673,0.000563,rbf,0.00009,0.847,14
0.076149,-0.199741,4.943453,rbf,0.005096,0.1,14
7.684396,0.39212,0.025295,sigmoid,0.000018,0.17,14
0.375478,0.545615,0.066816,rbf,0.000466,0.705,14
410.623444,0.110105,0.001496,rbf,0.000036,0.8425,14
2.909624,0.891975,0.00005,poly,0.000058,0.728,14
27.216077,-0.98473,0.071734,sigmoid,0.089238,0.1,14
507.292976,-0.848702,0.000444,poly,0.000068,0.8365,14
7370.477966,0.570899,0.054279,rbf,0.001415,0.799,14
18464.954616,0.276969,0.000127,sigmoid,0.000031,0.8305,14
14383.594091,0.82948,0.000078,poly,0.00924,0.835,14
23.818239,0.374029,0.002004,sigmoid,0.017569,0.792,14
2843.908923,-0.876387,0.056652,rbf,0.000078,0.796,14
1.149476,0.791417,0.166228,sigmoid,0.018944,0.1,14
196.728855,-0.531223,0.037348,rbf,0.000087,0.812,14
1.282742,-0.559935,1.261043,sigmoid,0.000291,0.1,14
11279.870401,0.697993,0.000145,rbf,0.009273,0.842,14
0.1687,-0.80482,0.025861,sigmoid,0.005111,0.188,14
3.026604,0.606737,0.002301,poly,0.000024,0.839,14
47.44796,0.440729,7.260296,poly,0.000128,0.833,14
1181.677009,-0.159021,0.212412,sigmoid,0.000025,0.1,14
54.363947,0.085609,0.000047,poly,0.000019,0.6015,14
0.109841,0.947934,0.014462,sigmoid,0.000122,0.0975,14
0.414768,0.779135,0.021701,sigmoid,0.000131,0.161,14
0.211659,0.382624,0.092162,poly,0.00017,0.8345,14
2.249809,0.397869,0.000393,poly,0.000313,0.767,14
6181.171261,-0.644964,0.000806,rbf,0.000022,0.8385,14
271.167276,0.091554,0.096077,sigmoid,0.022786,0.1,14
1.341704,0.241693,0.000038,poly,0.030146,0.0985,14
4.134994,0.179798,0.000464,sigmoid,0.001054,0.777,14
58.349583,-0.880342,0.0011,rbf,0.006429,0.842,14
76.205315,0.548474,0.000038,rbf,0.000061,0.8185,14
0.241747,0.386006,0.006015,poly,0.006885,0.835,14
5607.263991,0.398464,0.150374,poly,0.000011,0.836,14
36.060031,0.896568,0.000924,poly,0.000098,0.8465,14
15.654029,-0.806184,0.000106,rbf,0.00093,0.8155,14
11.857595,-0.568441,0.000564,poly,0.000028,0.764,14
9.199384,-0.692799,2.374152,rbf,0.000027,0.101,14
200.07346,0.889538,0.011469,sigmoid,0.000039,0.292,14
0.446157,-0.042682,0.845643,poly,0.000013,0.8335,14
0.091967,-0.125217,0.577892,rbf,0.000025,0.0995,14
8.261672,-0.255164,3.713388,sigmoid,0.000037,0.1,14
10052.900241,0.430096,0.002854,poly,0.058387,0.838,14
1247.410119,0.325738,1.373326,rbf,0.081349,0.0995,14
22874.071251,-0.293659,0.025304,poly,0.001271,0.837,14
1051.485309,0.068615,5.885652,rbf,0.013734,0.1015,14
0.040046,-0.369582,0.000953,rbf,0.000041,0.535,14
6.659726,-0.342345,0.06106,sigmoid,0.000083,0.1,14
19.787372,-0.601163,0.001794,poly,0.001284,0.401,14
245.169491,-0.677478,0.000102,poly,0.071298,0.6995,14
5.095785,-0.53847,4.771048,sigmoid,0.040878,0.1,14
725.806309,-0.627811,0.108639,rbf,0.000068,0.7075,14
4.389501,-0.019066,0.002026,rbf,0.009427,0.8325,14
5235.400897,0.13834,5.103787,poly,0.002248,0.8305,14
6074.872535,-0.472039,0.000103,poly,0.008581,0.8385,14
1874.810492,-0.34149,0.000493,rbf,0.057687,0.8415,14
9446.954132,0.118832,0.012834,poly,0.001254,0.8305,14
102.588087,-0.770032,0.005395,rbf,0.000047,0.844,14
626.530857,-0.00515,0.069798,sigmoid,0.000021,0.1,14
48.968796,-0.732765,0.104747,sigmoid,0.000089,0.1,14
3.479407,-0.231234,6.445022,poly,0.029271,0.8285,14
29.371609,-0.162813,0.232636,poly,0.00025,0.832,14
0.095775,-0.649554,4.209602,poly,0.00463,0.826,14
5684.590103,-0.994728,0.003533,rbf,0.000065,0.845,14
418.990735,-0.45483,6.407501,poly,0.044557,0.837,14
111.893316,0.091376,0.882577,rbf,0.019626,0.0995,14
15805.010547,-0.16184,7.201737,rbf,0.000017,0.102,14
6166.349896,-0.436142,0.000603,rbf,0.000147,0.838,14
4819.353431,-0.879813,0.052627,sigmoid,0.000261,0.15,14
0.686403,-0.049066,0.000048,sigmoid,0.009113,0.199,14
319.918978,-0.566723,0.835439,sigmoid,0.000068,0.1,14
1729.673001,-0.118043,0.565469,sigmoid,0.001951,0.1,14
297.574617,0.535512,3.219737,rbf,0.000025,0.1005,14
25074.305445,-0.168423,0.00013,rbf,0.000084,0.8385,14
0.150463,0.944242,0.000083,sigmoid,0.000235,0.004,14
3.042403,-0.437204,6.864079,sigmoid,0.013212,0.1,14
1388.673515,-0.411536,0.000052,rbf,0.000064,0.8405,14
125.981578,-0.514871,0.000465,sigmoid,0.000014,0.839,14
5.311073,0.87149,0.034747,rbf,0.000116,0.8165,14
338.60227,0.276407,0.009828,sigmoid,0.068029,0.3065,14
3482.406296,0.523951,0.000363,sigmoid,0.001367,0.8265,14
0.758024,0.177949,0.000095,rbf,0.016961,0.672,14
87.241524,-0.016737,0.000039,poly,0.003232,0.1,14
139.054243,0.320727,0.386429,sigmoid,0.00181,0.1,14
716.338216,-0.670751,0.0406,poly,0.000014,0.834,14
0.049938,-0.859024,0.009517,sigmoid,0.000021,0.177,14
0.207357,0.704696,1.670855,sigmoid,0.00031,0.1,14
29668.725213,0.609613,0.0011,rbf,0.00001,0.842,14
37.940062,0.079792,0.00015,sigmoid,0.00917,0.8205,14
8.534179,0.160032,2.07353,sigmoid,0.00072,0.1,14
5245.94861,0.351071,0.001426,sigmoid,0.000212,0.782,14
6346.041497,-0.393258,1.441743,poly,0.000023,0.834,14
0.041081,-0.516359,0.588383,rbf,0.000052,0.1,14
0.070727,0.714397,0.109597,rbf,0.010769,0.0925,14
343.907882,-0.881253,0.000223,poly,0.010488,0.699,14
7504.300631,0.681066,0.005641,sigmoid,0.000067,0.3545,14
0.085532,0.018476,1.731432,poly,0.028359,0.8345,14
4.966527,0.775041,0.005193,rbf,0.000083,0.837,14
4713.291584,-0.843248,0.083508,rbf,0.01471,0.7685,14
1469.99357,-0.45987,1.41037,poly,0.000089,0.826,14
6804.070909,-0.542695,4.04743,poly,0.018861,0.829,14
138.728046,0.372787,0.000136,rbf,0.048716,0.836,14
24758.188532,0.152047,0.815198,poly,0.00004,0.834,14
0.141859,0.719345,0.000184,rbf,0.000038,0.659,14
450.197543,0.365625,0.000031,rbf,0.000089,0.835,14
3.204784,-0.225446,0.000186,sigmoid,0.034568,0.769,14
532.445111,-0.526115,0.000065,poly,0.016537,0.7005,14
538.361843,0.61795,0.000428,rbf,0.021999,0.844,14
5759.427346,0.933337,0.000142,sigmoid,0.073149,0.8345,14
42.19015,0.237497,0.005077,sigmoid,0.000022,0.4005,14
161.867311,0.774694,0.000106,rbf,0.010039,0.8355,14
225.035159,-0.452497,3.071342,sigmoid,0.000114,0.1,14
0.04132,0.430536,0.000046,sigmoid,0.007803,0.1,14
48.063931,-0.372007,0.001417,sigmoid,0.011203,0.8385,14
0.035574,-0.544822,1.095761,sigmoid,0.00003,0.1,14
2.81378,-0.611548,0.000126,sigmoid,0.000016,0.7365,14
3263.374823,0.414964,0.026716,rbf,0.016743,0.831,14
0.066063,-0.38341,0.002424,rbf,0.027802,0.723,14
12.866182,-0.885233,3.073043,sigmoid,0.009994,0.1,14
24672.968997,0.178756,2.897322,sigmoid,0.030986,0.1,14
802.835635,-0.002457,0.004645,sigmoid,0.000033,0.4145,14
1531.841515,0.150952,0.339906,poly,0.000122,0.8265,14
0.239808,0.786246,0.189072,sigmoid,0.000024,0.1,14
3.432059,0.839125,0.000169,rbf,0.099606,0.77,14
29.496351,0.569158,0.000828,sigmoid,0.00257,0.827,14
113.59239,-0.006006,0.000776,rbf,0.034698,0.842,14
8.817231,-0.693505,0.000212,rbf,0.000116,0.8065,14
9.122007,-0.770462,0.004379,rbf,0.0005,0.8405,14
0.252275,0.04684,0.025487,sigmoid,0.000772,0.1,14
74.910703,0.570267,0.029154,rbf,0.000969,0.8235,14
3403.536865,0.87727,0.003472,poly,0.002013,0.8405,14
0.720989,0.76091,0.001503,sigmoid,0.017182,0.7135,14
1.849909,-0.616662,1.732581,sigmoid,0.000902,0.1,14
1.223103,-0.335158,6.795624,poly,0.002255,0.8285,14
1.945051,0.19868,0.001694,sigmoid,0.007153,0.7725,14
20.125313,0.524512,0.201918,sigmoid,0.000182,0.1,14
0.051772,0.144399,4.894861,rbf,0.000015,0.1,14
9242.274385,-0.723858,0.010172,poly,0.001194,0.83,14
0.12159,0.703014,3.854986,poly,0.009219,0.835,14
11519.020833,0.514466,0.027289,poly,0.000046,0.837,14
0.039226,0.531872,0.0069,sigmoid,0.023015,0.156,14
3082.286747,0.411128,0.03733,poly,0.000191,0.829,14
353.670311,-0.564222,0.212252,poly,0.00015,0.8375,14
1.560012,0.224714,0.000037,poly,0.000987,0.1,14
1851.676642,-0.00197,0.006322,sigmoid,0.000364,0.3415,14
25.407605,-0.021834,0.078737,poly,0.005083,0.831,14
1515.808192,-0.184341,0.000235,poly,0.000974,0.8395,14
0.206119,0.170975,0.000099,sigmoid,0.040215,0.198,14
2921.22652,0.845584,0.037253,sigmoid,0.003406,0.168,14
349.926064,-0.629972,0.000082,rbf,0.000131,0.839,14
4.476939,-0.965012,0.458335,sigmoid,0.000028,0.1,14
0.126116,0.741669,0.104529,poly,0.012261,0.841,14
1848.371279,-0.276698,0.000108,sigmoid,0.004909,0.8405,14
20.232083,-0.878998,0.002888,poly,0.000635,0.422,14
4759.790698,-0.77348,0.304168,poly,0.010439,0.8335,14
0.148929,0.974323,0.000059,poly,0.010554,0.389,14
7760.777802,-0.747262,0.001981,sigmoid,0.002999,0.7915,14
11495.729076,0.399735,3.770449,poly,0.010787,0.827,14
119.878985,-0.726407,0.000056,poly,0.000704,0.703,14
431.106827,0.230257,0.002496,sigmoid,0.000101,0.567,14
428.971877,-0.407905,0.027592,rbf,0.001075,0.8285,14
0.050409,0.232967,0.033064,poly,0.000203,0.834,14
174.640435,-0.665819,5.375668,poly,0.068022,0.826,14
1797.667752,0.622802,0.000634,rbf,0.000029,0.84,14
298.789664,0.678459,0.000784,rbf,0.000047,0.8435,14
827.664959,0.806186,0.010571,poly,0.046172,0.833,14
51.081266,0.869287,1.923496,poly,0.000019,0.8345,14
0.146706,0.756249,0.000103,poly,0.005436,0.107,14
3.583794,0.125623,0.000138,poly,0.061528,0.7525,14
0.578331,0.670726,0.000825,rbf,0.000031,0.775,14
3163.507291,-0.031629,0.53678,rbf,0.002172,0.123,14
10.002765,-0.924597,5.45764,sigmoid,0.000195,0.1,14
0.282255,0.571578,0.427542,rbf,0.004456,0.0985,14
10111.042971,0.571301,0.000312,rbf,0.035726,0.841,14
2200.518544,-0.698515,0.002365,rbf,0.04562,0.844,14
25609.589942,-0.624013,0.000762,rbf,0.012657,0.8395,14
425.606534,0.993145,0.651888,rbf,0.018252,0.058,14
10965.107564,-0.21968,0.001651,poly,0.001134,0.965665,15
586.133517,0.878659,0.073348,rbf,0.000042,0.947067,15
0.065338,0.651326,0.000031,sigmoid,0.000041,0.965665,15
0.196972,-0.277261,4.494348,poly,0.000071,0.879828,15
7087.581112,0.625001,0.000081,rbf,0.004626,0.964235,15
10.390355,0.043039,0.209423,rbf,0.000237,0.957082,15
0.096617,-0.204975,0.000076,rbf,0.011693,0.969957,15
1.179334,-0.543484,0.124437,sigmoid,0.000117,0.964235,15
4107.354583,-0.99424,0.000519,sigmoid,0.000454,0.964235,15
0.107498,0.35995,0.004024,poly,0.000035,0.967096,15
32.907246,-0.580408,0.00755,sigmoid,0.005965,0.964235,15
23.236395,0.852212,0.000088,sigmoid,0.036736,0.969957,15
21.705536,0.168163,0.104382,sigmoid,0.002223,0.962804,15
0.317354,-0.177944,0.12894,poly,0.000015,0.951359,15
5.988493,0.602943,0.000043,rbf,0.000369,0.968526,15
0.042029,-0.64341,0.001604,rbf,0.000358,0.965665,15
6.696907,0.663819,0.988494,rbf,0.002799,0.957082,15
1395.398336,-0.256325,3.739938,poly,0.000127,0.911302,15
5596.50296,-0.936563,1.096464,rbf,0.002256,0.959943,15
900.103537,0.77544,0.694626,rbf,0.000193,0.958512,15
85.355971,0.717213,1.126539,rbf,0.000532,0.959943,15
0.596084,0.973167,0.021472,rbf,0.000142,0.965665,15
28996.418294,0.585986,1.506943,poly,0.000034,0.904149,15
0.056396,-0.407493,0.000137,sigmoid,0.002856,0.969957,15
0.037288,0.179875,0.000954,rbf,0.000287,0.965665,15
2622.654766,-0.617673,0.000045,sigmoid,0.00128,0.964235,15
45.025033,-0.723731,0.155291,rbf,0.00015,0.944206,15
0.074499,0.944237,0.094026,sigmoid,0.000891,0.961373,15
1.683353,0.660188,0.550558,sigmoid,0.001319,0.934192,15
0.223371,-0.660993,0.00198,rbf,0.000433,0.969957,15
0.502792,0.070585,1.684126,rbf,0.032055,0.95279,15
1795.044614,0.026619,0.080109,poly,0.000083,0.964235,15
19476.069609,-0.558382,0.00018,rbf,0.001079,0.962804,15
31.160517,0.294836,1.352383,sigmoid,0.000187,0.864092,15
250.654675,0.79349,1.748114,sigmoid,0.007674,0.839771,15
1.710743,-0.685937,0.003587,poly,0.001759,0.965665,15
251.411604,0.215756,0.000036,sigmoid,0.000019,0.965665,15
6463.806784,0.50006,0.023774,poly,0.001195,0.9299,15
581.032071,-0.293584,0.002777,rbf,0.000996,0.965665,15
678.586847,-0.251589,0.00006,rbf,0.000153,0.965665,15
12014.658663,0.745379,0.001592,poly,0.000498,0.961373,15
8770.906569,-0.720129,0.002803,poly,0.002653,0.955651,15
26.777637,0.159259,0.792534,sigmoid,0.000929,0.899857,15
29.257191,-0.607813,0.006541,poly,0.098907,0.964235,15
12.653557,0.434607,1.535689,sigmoid,0.000033,0.848355,15
13.735468,-0.599681,0.000224,poly,0.017023,0.967096,15
28.598049,0.827806,0.203546,sigmoid,0.000013,0.965665,15
5.885207,-0.913667,0.000753,poly,0.000715,0.965665,15
0.081573,0.150518,0.000036,poly,0.007924,0.969957,15
0.186093,0.968563,0.000083,sigmoid,0.000039,0.965665,15
297.156354,-0.305324,0.232996,rbf,0.01106,0.955651,15
60.386819,-0.872486,0.118096,poly,0.001535,0.905579,15
10052.02085,-0.30746,0.543763,poly,0.000016,0.911302,15
102.737337,0.722751,0.134475,rbf,0.000372,0.944206,15
203.703549,0.777273,0.000433,sigmoid,0.001974,0.964235,15
144.696939,0.621321,0.001782,sigmoid,0.06789,0.962804,15
0.192199,0.35624,0.004615,sigmoid,0.021093,0.968526,15
0.13686,0.263946,1.252732,rbf,0.000018,0.949928,15
238.014294,0.317312,0.198821,poly,0.002444,0.924177,15
19.475524,-0.500687,4.755531,poly,0.000085,0.921316,15
0.749158,0.36406,0.958578,rbf,0.00017,0.957082,15
2055.056785,0.760091,0.000216,sigmoid,0.000031,0.962804,15
14151.740994,-0.94228,0.004935,rbf,0.001608,0.937053,15
6093.777505,-0.957027,0.001364,poly,0.034342,0.965665,15
0.127559,0.965247,0.007965,rbf,0.000024,0.969957,15
0.11252,0.238958,0.000612,sigmoid,0.082504,0.969957,15
0.068819,-0.486271,0.034746,poly,0.000024,0.918455,15
13388.05692,0.651918,2.401469,sigmoid,0.000458,0.826896,15
8276.259692,-0.953903,0.614557,rbf,0.043445,0.959943,15
628.169256,-0.037058,0.308743,rbf,0.011481,0.95279,15
325.893109,-0.554065,0.000684,poly,0.000717,0.965665,15
5.013161,0.908572,0.366074,sigmoid,0.000051,0.949928,15
735.39845,0.140642,1.225711,sigmoid,0.000055,0.871245,15
0.032225,0.038815,1.039485,sigmoid,0.099475,0.819742,15
0.130235,0.314964,0.000041,poly,0.000426,0.965665,15
0.031687,-0.39688,0.058695,rbf,0.060391,0.964235,15
7184.145803,0.928605,0.000382,sigmoid,0.000831,0.961373,15
54.705939,-0.037241,0.052682,poly,0.00009,0.962804,15
0.049368,-0.143756,0.004287,poly,0.000507,0.965665,15
1079.857379,0.877864,0.000041,sigmoid,0.000031,0.962804,15
1606.704755,0.385784,0.000148,rbf,0.000158,0.961373,15
0.144636,0.400805,0.000983,sigmoid,0.019523,0.965665,15
91.548764,0.525917,0.004181,sigmoid,0.090526,0.964235,15
0.093441,0.079766,0.072672,poly,0.009402,0.961373,15
1.949263,0.442619,0.000121,sigmoid,0.000242,0.965665,15
0.471482,-0.535775,3.803674,sigmoid,0.000036,0.781116,15
12455.664009,0.488021,0.000052,rbf,0.033366,0.961373,15
0.153064,0.004473,0.010164,sigmoid,0.004627,0.969957,15
15587.175661,0.033847,0.000077,sigmoid,0.030404,0.964235,15
2357.635423,-0.438639,0.553288,sigmoid,0.000011,0.941345,15
56.580132,-0.021633,0.005445,sigmoid,0.003423,0.961373,15
141.641813,0.905536,0.002475,sigmoid,0.000014,0.965665,15
0.072293,-0.774476,0.004638,sigmoid,0.000105,0.967096,15
79.554289,0.784546,0.150594,sigmoid,0.000611,0.968526,15
3.271737,0.735322,0.012189,poly,0.096257,0.961373,15
795.692472,-0.955209,1.360524,rbf,0.000318,0.958512,15
0.062958,0.09207,0.064681,poly,0.019933,0.961373,15
48.976022,-0.259253,0.005967,sigmoid,0.00109,0.961373,15
0.20653,-0.314679,0.000364,sigmoid,0.000497,0.965665,15
0.125682,-0.351488,0.098713,rbf,0.012055,0.964235,15
23.122429,0.326648,0.000338,poly,0.089358,0.964235,15
820.698602,0.522203,0.758133,rbf,0.003282,0.958512,15
2347.153991,0.207238,0.006756,poly,0.009817,0.962804,15
5259.733659,-0.458849,0.003654,rbf,0.041362,0.949928,15
5232.729212,0.485503,0.918175,sigmoid,0.024925,0.886981,15
0.066736,0.908697,0.019359,sigmoid,0.005152,0.969957,15
0.069475,0.1976,0.021293,poly,0.005865,0.964235,15
4.797568,0.365022,0.124608,poly,0.017699,0.949928,15
4802.615022,-0.882383,0.089211,sigmoid,0.00002,0.731044,15
1064.595018,-0.513869,0.096083,sigmoid,0.003201,0.879828,15
7659.324617,0.58589,0.00059,rbf,0.042964,0.962804,15
1077.995713,-0.778627,0.011524,poly,0.003577,0.971388,15
43.209468,-0.461876,2.906119,sigmoid,0.000462,0.816881,15
1029.068621,-0.475555,0.000052,sigmoid,0.000014,0.964235,15
1233.701804,-0.741304,0.002169,rbf,0.002375,0.962804,15
15.020781,-0.904032,0.000245,rbf,0.008048,0.965665,15
0.464305,0.777649,2.848301,rbf,0.011928,0.941345,15
4842.264803,0.461405,0.028457,poly,0.000787,0.93133,15
0.051854,0.08115,0.058989,poly,0.000112,0.968526,15
8711.676755,0.931657,0.02253,sigmoid,0.02435,0.868383,15
12418.119259,-0.61414,0.961653,rbf,0.001109,0.959943,15
8898.093825,0.631038,0.649811,rbf,0.024161,0.959943,15
171.459893,0.371472,0.007273,sigmoid,0.000214,0.955651,15
0.062361,0.437553,0.272381,rbf,0.005595,0.961373,15
3114.068556,0.436396,0.08095,sigmoid,0.000013,0.964235,15
26.566968,-0.553545,0.000427,rbf,0.012954,0.962804,15
40.906737,0.44548,0.497014,rbf,0.027832,0.951359,15
2015.222451,-0.999422,0.000096,poly,0.008645,0.962804,15
1.824893,-0.984405,0.000033,poly,0.000043,0.965665,15
8.583935,-0.578508,1.099115,sigmoid,0.000207,0.871245,15
81.181562,-0.623256,0.000903,poly,0.00025,0.964235,15
3.441236,-0.489508,0.000096,poly,0.066277,0.965665,15
0.309023,-0.551378,0.030443,sigmoid,0.000189,0.971388,15
135.104709,-0.38754,0.259487,sigmoid,0.000133,0.967096,15
11.899652,0.328354,0.000849,sigmoid,0.001218,0.965665,15
0.146622,0.729693,0.007302,sigmoid,0.09571,0.967096,15
0.119643,0.37199,0.019655,sigmoid,0.000259,0.967096,15
1624.223897,-0.039731,0.000903,rbf,0.00014,0.962804,15
17537.854302,0.408026,2.938887,poly,0.000018,0.918455,15
3.259449,-0.353216,0.000787,poly,0.000064,0.967096,15
1231.970394,-0.645561,0.000983,sigmoid,0.067731,0.961373,15
0.116376,-0.371082,0.148481,rbf,0.011042,0.964235,15
0.076247,0.076917,0.079898,sigmoid,0.000376,0.945637,15
21.131259,-0.916152,4.109027,sigmoid,0.030482,0.758226,15
5.238522,0.921938,0.000042,sigmoid,0.011465,0.965665,15
0.244931,0.263326,0.000039,rbf,0.018948,0.969957,15
1.262765,0.047767,1.539771,sigmoid,0.004536,0.844063,15
31013.008948,0.146721,0.000237,poly,0.001363,0.965665,15
28.134694,0.253829,0.000033,poly,0.026459,0.969957,15
0.039973,0.836653,0.003242,poly,0.017764,0.967096,15
108.872084,0.737926,0.000386,poly,0.000027,0.965665,15
1593.912461,-0.454446,3.680985,sigmoid,0.000229,0.809728,15
186.64318,-0.649452,0.110462,rbf,0.000014,0.947067,15
5.095809,-0.110054,0.221855,sigmoid,0.000041,0.967096,15
0.930709,-0.031483,0.000617,rbf,0.008372,0.969957,15
4221.212645,-0.373886,2.214617,poly,0.005629,0.911302,15
14.669859,-0.707136,0.024996,sigmoid,0.000052,0.949928,15
12.059351,0.775006,7.189044,sigmoid,0.008229,0.655222,15
5.420295,0.854316,0.000102,rbf,0.031545,0.969957,15
3.91946,-0.321757,0.140608,rbf,0.000534,0.961373,15
0.407314,0.696438,0.531042,sigmoid,0.000052,0.935622,15
27.88708,-0.64735,0.000087,poly,0.000013,0.967096,15
0.111057,0.67944,0.000033,sigmoid,0.000012,0.965665,15
8534.398904,-0.557533,0.000926,sigmoid,0.00993,0.964235,15
0.30793,0.362633,0.003626,sigmoid,0.000027,0.969957,15
1.967255,-0.68867,0.000067,rbf,0.000628,0.967096,15
0.107464,0.922614,4.594515,sigmoid,0.001064,0.655222,15
0.074795,-0.415192,0.205431,rbf,0.002793,0.964235,15
88.369808,0.298845,7.843289,rbf,0.000864,0.912732,15
1.544896,-0.635972,0.00111,poly,0.013196,0.969957,15
0.32522,0.675498,4.118529,poly,0.00023,0.964235,15
2.52061,-0.995821,0.00008,poly,0.002765,0.965665,15
2551.306808,0.768547,0.009454,rbf,0.00058,0.941345,15
0.376067,0.830006,0.000174,poly,0.00323,0.965665,15
6742.719795,-0.015243,4.622832,poly,0.000066,0.889843,15
574.670319,-0.617675,0.000077,poly,0.080815,0.967096,15
0.418727,-0.947018,1.751307,rbf,0.001718,0.948498,15
14.817965,0.357554,1.017184,poly,0.062908,0.915594,15
2.814725,0.687994,1.985775,sigmoid,0.000869,0.829757,15
948.881156,0.479947,0.165649,sigmoid,0.004809,0.969957,15
0.13176,0.498993,0.036118,rbf,0.0001,0.968526,15
3066.689749,-0.692352,0.047257,rbf,0.000023,0.941345,15
826.139364,-0.547055,0.000152,rbf,0.000657,0.961373,15
1.345915,-0.002656,0.002107,sigmoid,0.001075,0.968526,15
739.526156,-0.759864,0.000837,rbf,0.000587,0.962804,15
9182.36625,-0.331992,0.21592,poly,0.002537,0.964235,15
1.795294,0.842094,1.160462,sigmoid,0.068951,0.869814,15
1.494443,-0.601618,0.00164,sigmoid,0.000228,0.968526,15
1.18733,0.070817,0.000033,rbf,0.000103,0.965665,15
12.254118,0.22142,0.00091,rbf,0.008638,0.965665,15
6256.945499,0.265576,0.270577,rbf,0.000126,0.955651,15
656.11286,-0.113369,0.039411,sigmoid,0.051325,0.761087,15
0.048573,-0.873914,0.016753,poly,0.000941,0.660944,15
51.007276,-0.346965,0.083429,sigmoid,0.057769,0.862661,15
122.341044,0.48074,0.000616,rbf,0.000078,0.964235,15
18.016896,0.640992,0.756417,poly,0.001767,0.902718,15
5.455381,-0.644079,0.000037,rbf,0.001172,0.968526,15
1457.369345,0.433369,0.010052,rbf,0.00133,0.944206,15
252.75683,-0.582929,0.000113,sigmoid,0.00024,0.962804,15
11.336596,0.500626,0.047871,poly,0.001982,0.959943,15
